Date,PBW,PBD,SPY,URTH
2018-10-31,125.35185282036974,106.44023764639088,119.5570729295452,115.55601260405943
2018-11-01,127.63535436087633,108.63602689082956,120.62125828625005,116.51788907892654
2018-11-02,127.93021407233,108.4569717643563,120.02895999392223,116.18095296116707
2018-11-05,129.19019370751775,109.80226842208268,120.58065366385694,116.63560369000638
2018-11-06,127.61407981910877,110.42173473750461,121.2134421257818,117.09980414768152
2018-11-07,130.05824305085991,111.38918995108784,123.3543314660599,118.9133650814447
2018-11-08,128.4539674514515,112.34738345925703,123.17283979391256,118.2780149992214
2018-11-09,126.73992127208527,109.41381876459243,122.19601618094464,117.70710841147718
2018-11-12,124.91091105945445,110.12492919753514,120.32749578242307,115.66301247455897
2018-11-13,124.39097674563261,109.1540584347994,120.14038430576733,115.92091819957413
2018-11-14,123.95544330439341,111.02571648425665,119.45671696464639,115.32457286882712
2018-11-15,125.96768771467728,109.45091070674262,120.50037968827347,116.08919057209133
2018-11-16,126.86820655931474,107.49535277759765,120.76044195522371,116.32266820423234
2018-11-19,125.76323324314565,108.67395765147012,119.06899246229845,115.04151462130486
2018-11-20,123.0988549576414,107.59868984502019,117.21837526669256,113.24821090003083
2018-11-21,125.04146220474107,108.6856453339126,117.55912716473993,114.1011651320031
2018-11-23,124.73830198663092,108.95446014915787,116.89125715981716,113.30307318048298
2018-11-26,126.51936123623591,105.55857833489254,118.50569210758546,114.52786219034365
2018-11-27,128.3119351620722,110.9239798260298,118.84213842402819,114.6939350071649
2018-11-28,131.28887047912272,112.76770266902412,121.14466927958578,116.89668317932683
2018-11-29,131.28887047912272,110.18149421325462,120.92616260929734,116.59540609121997
2018-11-30,130.63740528819721,112.57087031530754,121.5356898898257,116.79298648073228
2018-12-03,131.98986401305487,113.60803443565548,122.85983063979977,118.11533818210675
2018-12-04,129.0784231449513,111.29837221340497,119.61959140295559,115.07012229294689
2018-12-06,128.74522896359588,110.07244977568651,119.4678786695201,114.75130748048097
2018-12-07,126.90653055805323,110.16110428914901,117.14428353953032,112.96263827935866
2018-12-10,127.03424740325471,108.47820277431042,117.33398645947788,112.75758968349481
2018-12-11,126.39649393552142,108.65837848063511,117.35670678247165,112.64881963247448
2018-12-12,128.0225065462213,107.39938257448797,117.86024161292596,113.72564888016635
2018-12-13,127.05408742101571,107.76368965276674,117.82633957842452,113.52215574264865
2018-12-14,124.84320116403002,108.03591952322975,115.97986334273685,111.80691014103516
2018-12-17,121.84319884204038,107.22143851839363,114.01802490207062,110.24479305394799
2018-12-18,121.48461558062804,106.67398943620509,113.90837625755792,109.41413874212009
2018-12-19,119.55029118103101,104.01343923434985,112.41080400697089,108.2889961619044
2018-12-20,116.70625928386127,104.20194496866517,110.7830095202607,106.8349641101499
2018-12-21,114.25111079344035,102.22640370915299,108.165377417403,105.01304243468246
2018-12-24,111.63736920502328,98.38763580510764,105.5230838191529,103.07891306658719
2018-12-26,117.45247868559785,95.69302058126829,110.57557017356025,106.35716340568551
2018-12-27,117.59338417177374,100.51353614053811,111.34330707528592,107.35070746125504
2018-12-28,118.43766328881087,100.90492518953916,111.21430827866779,107.42737181613158
2018-12-31,117.92603254298966,102.46437785857236,112.09019048611293,108.1167640067408
2019-01-02,119.18830680885213,101.69662427776329,112.19422157955916,108.12943613364313
2019-01-03,116.51056014314587,101.89004307654686,109.80794524384481,106.45600847037451
2019-01-04,121.9185269067815,103.53097050828069,113.15751833704135,109.49881492297745
2019-01-07,124.39377965838092,104.95547740294764,113.94598281581487,109.9617813332117
2019-01-08,125.14037637720523,105.14273867184167,114.88551583137574,110.9457157042656
2019-01-09,126.09939690132367,107.6661074809689,115.35286492136902,111.63638855323839
2019-01-10,127.30838087580673,107.93957814861655,115.7056205355115,112.08960113205788
2019-01-11,127.86298479135579,108.21230299380919,115.74425082816806,111.79694720337562
2019-01-14,126.88717000470207,108.21230299380919,115.1341585342392,111.43007006667622
2019-01-15,126.97286176833924,107.7589920967527,116.2802394499278,112.3383772382508
2019-01-16,128.34272343984284,108.21436725904236,116.52222326711352,112.43569122918333
2019-01-17,129.4406973652275,109.12098905315537,117.2808945773288,113.15266331731864
2019-01-18,129.27360916708633,109.21083836833067,118.61189553326624,114.250640745246
2019-01-22,127.68365449414993,107.95410282965838,117.26084613787415,112.87816012307931
2019-01-23,127.51358257770089,108.59046369169674,117.47008997154902,113.10807595416541
2019-01-24,130.1541313482327,110.75849197903891,117.52323302948655,113.30123788725479
2019-01-25,131.9798596764195,112.08474850392909,118.36937648978518,114.32545586050549
2019-01-28,132.91710308984904,111.64844666650826,117.6093535298373,113.58595783537582
2019-01-29,132.55375972721424,112.08666043866886,117.47665483005083,113.75418589064483
2019-01-30,133.76931577806906,113.13377985541963,119.05973172621356,114.98978902374866
2019-01-31,135.93104886623146,114.25640606696899,119.93797607236945,115.66522414514544
2019-02-01,134.7554958136142,114.08560796535912,119.98613851683287,115.62991484709913
2019-02-04,135.9450325010729,114.9410432524359,120.68968362297991,116.23041188512798
2019-02-05,136.45443359211814,115.36513308192393,121.10886831346987,116.78050693109365
2019-02-06,137.3511179806441,115.53404781023147,120.97704265946234,116.51278100031821
2019-02-07,135.88280587442628,114.52224436138803,120.02376273021424,115.48570671193869
2019-02-08,135.25535549241798,113.9259948197447,120.14591663351327,115.39136493342971
2019-02-11,136.55764405484464,113.84030305610753,120.20137339241717,115.37955882379049
2019-02-12,137.49258667426366,115.04099212261576,121.48731347412516,116.65449902297253
2019-02-13,138.4574651052644,115.88844488684475,121.81200669230891,116.88762286736917
2019-02-14,139.79538706058256,116.3086145703547,121.5901857631025,116.74807743165745
2019-02-15,139.2672867646953,116.22493064532165,122.67991175667557,117.99414667656242
2019-02-19,141.1633807506162,117.31370886148255,122.85296976395037,118.23569151044278
2019-02-20,141.98213514765095,117.72796065932067,123.05451647846985,118.52255323806509
2019-02-21,142.2774467875751,118.05799335099327,122.69892931516644,118.22506796153054
2019-02-22,146.06839520035845,119.70272864519396,123.31892828331989,118.7873790324527
2019-02-25,146.06839520035845,120.3499772368461,123.45505149937436,119.00420254878443
