Date,TAN,SPY,URTH
2020-04-09,166.56443856509324,127.78061005647055,118.026526107524
2020-04-13,165.27734985633148,126.86759480360577,117.18335942895652
2020-04-14,170.56528557598978,129.81688188726187,119.69793632703485
2020-04-15,166.85011552079936,127.69207178199618,117.43463967277617
2020-04-16,166.06412296933996,128.17450132216698,117.70136322073309
2020-04-17,170.133259239198,130.87604499111455,120.32531228774204
2020-04-20,169.23360445610544,129.11424689856955,118.89960350334896
2020-04-21,165.56740592455083,126.07792177901193,116.15037693022188
2020-04-22,168.68447952221405,128.29737584030082,118.12923705592684
2020-04-23,170.40679853092377,128.290202952156,118.08102575673578
2020-04-24,168.43720736193458,129.68407382631491,119.19039289234388
2020-04-27,170.16438309906226,131.1259180340631,120.69307883051876
2020-04-28,172.0008306669351,130.66607589409665,120.75182991899156
2020-04-29,178.12536684179176,133.28392497579776,123.39391529151851
2020-04-30,174.69478115245894,132.3528583176657,122.1926762939586
2020-05-01,170.31230583574694,129.7055152473819,119.61045843711172
2020-05-04,171.90953154410508,129.98133785628886,119.81253356357075
2020-05-05,172.31964409005894,130.90527023613038,120.35820268316762
2020-05-06,176.4380955072976,130.22739804462944,119.69750757477414
2020-05-07,177.35342955518522,131.43407972476354,121.01579813366084
2020-05-08,181.6942076854411,133.08869940177027,123.00853594433664
2020-05-11,181.72526057744597,133.10921559589312,123.06599534111382
2020-05-12,180.4217162952294,131.11605779340917,121.19372644710089
2020-05-13,178.2833565023315,129.34747123508856,119.63689415598114
2020-05-14,177.54427731408484,130.54420242974226,120.11252023581036
2020-05-15,177.54427731408484,131.00389908306792,120.55039330868851
2020-05-18,183.9864971839035,134.04986850387465,123.77885775442566
2020-05-19,186.02420444418405,133.02275027360452,122.7059180958735
2020-05-20,186.79917357128693,134.72155201157102,124.54046753729122
2020-05-21,185.20201032492892,134.0311576952221,123.6113947127081
2020-05-22,183.4887560809206,134.22106462323381,123.6342637000229
2020-05-26,186.69976284716682,135.45311989698817,125.49796970331668
2020-05-27,186.4034710719932,136.94102026037675,126.94594474939791
2020-05-28,184.62040342976172,136.7565252974914,127.13404588184557
2020-05-29,186.76866092102512,137.2021159824029,127.29969347039247
2020-06-01,190.05657758434901,137.6062893654035,128.3581353074027
2020-06-02,189.483016445646,138.4343040537926,129.25274545584543
2020-06-03,190.80982037833832,139.7651292557581,130.84227134030613
2020-06-04,189.21573738299423,139.50245793041458,130.45908813429722
2020-06-05,192.07949696415218,142.06541121977762,132.74566480144102
2020-06-08,194.44170202643548,143.2741592354995,133.96785024792317
2020-06-09,192.29883784704916,142.5284898137528,133.03905611819496
2020-06-10,191.17587961241657,141.97048972109368,132.67447437431883
2020-06-11,185.07138940412239,136.20559484697537,126.99752694248146
2020-06-12,188.0650443409313,137.40316188697417,128.44953042382605
2020-06-15,190.20831948128048,138.3367263383936,128.24194554024663
2020-06-16,192.16290495779964,140.26149556069177,129.90606239310708
2020-06-17,188.04674242911682,139.84611090180147,129.80913802664836
2020-06-18,190.7812333173065,139.88461283203878,129.7336829254764
2020-06-19,191.4108876657613,138.8774975125336,129.22667795591744
2020-06-22,191.97971805201675,139.51901525967514,130.05069885928307
