Date,TAN
2020-05-31,1.9905660462235184
2020-06-07,2.0966983073629524
2020-06-14,2.0082549063622244
2020-06-21,2.0731133104601454
2020-06-28,2.0571934712892306
2020-07-05,2.201651071241727
2020-07-12,2.4392689366215943
2020-07-19,2.587853877293602
2020-07-26,2.649174689302341
2020-08-02,2.653891553728983
2020-08-09,3.01886813247617
2020-08-16,3.0400945847040566
2020-08-23,3.0919812180131143
2020-08-30,3.3525945565886577
2020-09-06,3.036556767691676
2020-09-13,3.1084908058143594
2020-09-20,3.255896474148907
2020-09-27,3.3985850531336133
2020-10-04,3.9262971658327324
2020-10-11,4.461085362403014
2020-10-18,4.334316397666022
2020-10-25,4.193396614725906
2020-11-01,4.054834926614311
2020-11-08,4.454599477008579
2020-11-15,4.341981330474713
2020-11-22,4.600235899452136
2020-11-29,5.036556767691675
2020-12-06,4.8007076983563985
2020-12-13,4.941038182512584
2020-12-20,5.660377664046614
2020-12-27,6.061321261855142
2021-01-03,6.058962717180221
2021-01-10,7.02417474553314
2021-01-17,6.302476719324188
2021-01-24,7.140920232786517
2021-01-31,6.4086089804636215
2021-02-07,6.880307119134171
2021-02-14,7.153302254945049
2021-02-21,6.523585221826008
2021-02-28,5.974056908268671
2021-03-07,5.158019344294892
2021-03-14,5.737028791519137
2021-03-21,5.2818400157266305
2021-03-28,5.18985857279032
2021-04-04,5.346698419824549
2021-04-11,5.097877579700409
2021-04-18,5.040684108411181
2021-04-25,5.362028735288333
2021-05-02,4.902712618776317
2021-05-09,4.431014480105765
2021-05-16,4.277122926376787
2021-05-23,4.62912773433511
2021-05-30,4.664505004766122
2021-06-06,4.530660406004369
2021-06-13,4.706368160591566
2021-06-20,4.862618258995466
2021-06-27,5.0454011977610245
2021-07-04,5.1992927514900025
2021-07-11,5.201061547534592
2021-07-18,4.754127453181109
2021-07-25,4.920990777698953
2021-08-01,5.051297334525125
2021-08-08,5.084905808911547
2021-08-15,4.883254962593022
2021-08-22,4.696344683107952
2021-08-29,4.959316341435218
2021-09-05,5.073113535383344
2021-09-12,4.913325844890263
2021-09-19,5.024764494163468
2021-09-26,4.7488210650473395
2021-10-03,4.779481246128508
2021-10-10,4.630306781749371
2021-10-17,5.138561688111595
2021-10-24,5.2146230669537905
2021-10-31,5.843160602812172
2021-11-07,5.646226845843488
2021-11-14,5.873231485109412
2021-11-21,5.785377832739013
2021-11-28,5.346108671194223
2021-12-05,4.844340100072832
2021-12-12,4.9316040038128985
2021-12-19,4.660377664046612
2021-12-26,4.5937504639041
2022-01-02,4.538325788659463
