Date,const,Mkt-RF,SMB,HML,RMW,CMA
2017-01-08,1.0,0.8700181889000014,-0.8092755391999829,-1.2260435100000078,-1.1160204927999962,-0.4096460719999917
2017-01-15,1.0,0.08787443011357698,0.38194730236416063,-0.9083556039707008,-0.01054966616984565,-0.6402395446292397
2017-01-22,1.0,-0.3023012622529686,-1.2090371694400193,-0.2322181059904005,0.4894338957295963,0.2695490693117142
2017-01-29,1.0,1.1591898004119194,0.30539502900963633,0.6541146980132195,0.07854284887283125,-0.13199210856941201
2017-02-05,1.0,0.15444287404604573,0.30217932565677064,-0.5644127367553375,-0.4343826600158418,-0.16121474794453805
2017-02-12,1.0,0.8801674423208894,-0.1761932340751171,-1.087419360638886,0.5095346417729241,-0.3001891359984188
2017-02-19,1.0,1.52756306482551,-0.5592503164716045,-0.2731289494685374,0.14840242236460188,-0.7284588505944045
2017-02-26,1.0,0.48911389898502744,-1.1170014043762055,-0.5039917063633381,0.9618181689589944,-0.640449295837342
2017-03-05,1.0,0.6477610938838474,-0.7033275259001437,-0.16771792614829195,-0.22352381433943247,-0.33217539589788236
2017-03-12,1.0,-0.5506173289078653,-1.3932154455247203,-1.6806990257993037,0.22700793806866848,-1.0971793501518223
2017-03-19,1.0,0.48671970645870477,1.8104877646652806,-0.6398672463344024,0.19837513174831845,-0.04225974202251015
2017-03-26,1.0,-1.6477920656953082,-1.0973476678923788,-1.6936538765598086,0.5368322556639882,-0.051231611419044754
2017-04-02,1.0,1.0519661418348036,1.6902466269489436,0.7240147559577359,-0.5991289905206809,0.17878290125186158
2017-04-09,1.0,-0.4309875767555038,-1.4227820190433005,0.14765956733373553,0.08881076073947725,0.3396262918948123
2017-04-16,1.0,-1.2067354029700161,-0.34770025780477276,-1.0494892463017713,0.3000927976342105,-0.23334056170600803
2017-04-23,1.0,1.1079927854565241,1.8323123683775533,-0.28151830233137387,1.3467806434377172,-1.2561313992677015
2017-04-30,1.0,1.6336529646213238,0.4639466832506267,-0.8348795639974926,0.07882107821546303,-0.2919916741283113
2017-05-07,1.0,0.529937038963757,-0.7400482562852639,-0.4700778235613545,0.32841210399947585,-0.7934955123849674
2017-05-14,1.0,-0.32022765377552886,-0.37228694288842235,-1.2673329323386606,-0.46073472694283524,-0.2517070908022001
2017-05-21,1.0,-0.39352737240901936,-0.9410269119250136,-0.47258806989759483,-0.48221135774660917,0.41543037373024116
2017-05-28,1.0,1.4677582706339232,-0.31061803910104047,-0.763424013208569,0.6599964272644643,-1.0178397547506157
2017-06-04,1.0,1.090626512763504,0.8863555231145792,-1.6020169081455982,0.8607681797210054,-0.5496528457846095
2017-06-11,1.0,-0.24059375654328363,1.0265572129477096,3.289977583196646,-0.8417956108300872,0.7942400500336566
2017-06-18,1.0,-0.06214826821083763,-1.1951900295352758,-0.5805065137432397,-0.4705559381239621,0.03682931343995666
2017-06-25,1.0,0.3138228723709391,0.6369443735573244,-3.7675526584347696,-1.1846167222256954,-1.4168789954305816
2017-07-02,1.0,-0.4911594304752409,0.6385618630165624,3.3641825433713635,0.4293115274796033,1.0638042578153817
